,OPEN,HIGH,LOW,CLOSE,SETTLE,VOLUME,OI
20200306,3405.0,3438.0,3354.0,3394.0,3402.0,668600.0,242458.0
20200309,3350.0,3450.0,3305.0,3414.0,3397.0,619368.0,218073.0
20200310,3435.0,3450.0,3371.0,3382.0,3411.0,391067.0,217596.0
20200311,3381.0,3395.0,3280.0,3281.0,3349.0,491140.0,244626.0
20200312,3270.0,3296.0,3164.0,3215.0,3220.0,528818.0,238660.0
20200313,3199.0,3238.0,3112.0,3210.0,3173.0,492142.0,213449.0
20200316,3221.0,3258.0,3177.0,3205.0,3215.0,377273.0,214352.0
20200317,3200.0,3237.0,3170.0,3205.0,3207.0,297230.0,212360.0
20200318,3211.0,3235.0,3066.0,3092.0,3152.0,472490.0,221559.0
20200319,3092.0,3118.0,3000.0,3098.0,3062.0,438464.0,188006.0
20200320,3099.0,3125.0,3011.0,3026.0,3047.0,410022.0,212195.0
20200323,2998.0,3069.0,2951.0,3036.0,3025.0,366891.0,205698.0
20200324,3073.0,3082.0,3012.0,3041.0,3045.0,262785.0,206318.0
20200325,3048.0,3060.0,2990.0,3019.0,3022.0,307158.0,224155.0
20200326,2973.0,3070.0,2956.0,3055.0,3029.0,369874.0,207372.0
20200327,3050.0,3085.0,2991.0,2996.0,3038.0,368160.0,220115.0
20200330,3017.0,3048.0,2970.0,2993.0,3011.0,339107.0,211616.0
20200331,3011.0,3036.0,3001.0,3033.0,3019.0,267530.0,187317.0
20200401,3048.0,3074.0,3012.0,3040.0,3043.0,266186.0,174083.0
20200402,3044.0,3065.0,3006.0,3059.0,3038.0,222317.0,157084.0
20200403,3068.0,3124.0,3031.0,3113.0,3083.0,322195.0,138760.0
20200407,3201.0,3298.0,3173.0,3269.0,3255.0,346965.0,111878.0
20200408,3268.0,3287.0,3217.0,3232.0,3255.0,188380.0,102462.0
20200409,3255.0,3345.0,3235.0,3319.0,3288.0,253107.0,93190.0
20200410,3309.2611502347413,3333.6082746478874,3276.1490610328638,3319.0,3302.4439553990615,270487.0,102099.0
20200413,3389.11971830986,3407.62353286385,3246.932511737089,3248.880281690141,3339.4515845070423,331814.0,100059.0
20200414,3261.5407863849764,3267.3840962441313,3199.212147887324,3213.820422535212,3233.298122065728,275524.0,116808.0
20200415,3206.029342723005,3320.9477699530516,3191.421068075117,3292.705105633803,3260.5669014084497,378126.0,121402.0
20200416,3289.783450704225,3309.2611502347413,3212.846537558685,3226.480927230047,3265.4363262910797,364165.0,128331.0
20200417,3233.298122065728,3301.4700704225347,3233.298122065728,3296.600645539906,3267.3840962441313,332558.0,130969.0
20200420,3274.201291079812,3274.201291079812,3143.700704225352,3154.4134389671362,3194.342723004695,417636.0,136855.0
20200421,3147.5962441314555,3168.047828638498,3108.6408450704225,3146.622359154929,3141.7529342723005,311750.0,133591.0
20200422,3117.4058098591554,3132.987969483568,3046.31220657277,3064.8160211267605,3078.450410798122,308363.0,134501.0
20200423,3031.703931924883,3133.961854460094,3028.782276995305,3105.7191901408446,3093.058685446009,363937.0,140954.0
20200424,3068.7115610328638,3138.8312793427226,3057.9988262910797,3090.137030516432,3098.9019953051647,389515.0,141127.0
20200427,3095.0064553990615,3095.0064553990615,3035.5994718309857,3043.390551643193,3060.9204812206567,275338.0,146463.0
20200428,3009.304577464789,3051.1816314554,2984.9574530516443,3016.121772300469,3015.147887323944,302034.0,150548.0
20200429,2999.565727699531,3033.6517018779346,2980.0880281690143,3010.278462441315,3004.43515258216,277824.0,151871.0
20200430,2984.9574530516443,3076.502640845071,2982.035798122066,3068.7115610328638,3039.495011737089,303063.0,136757.0
20200506,2911.9160798122066,2946.0020539906104,2872.9606807511736,2907.046654929577,2914.837734741784,330849.0,157007.0
20200507,2921.6549295774653,2938.210974178404,2893.412265258216,2916.7855046948357,2918.7332746478874,255244.0,167514.0
20200508,2922.628814553991,2932.3676643192493,2880.7517605633802,2887.5689553990615,2901.2033450704225,289693.0,179066.0
20200511,2941.132629107981,2946.9759389671362,2873.9345657276995,2891.4644953051647,2911.9160798122066,298024.0,176558.0
20200512,2863.2218309859154,2866.1434859154933,2777.5199530516443,2786.284917840376,2811.605927230047,439582.0,207811.0
20200513,2775.5721830985917,2789.206572769953,2739.538438967136,2761.93779342723,2762.911678403756,356612.0,210158.0
20200514,2748.303403755869,2812.579812206573,2748.303403755869,2779.467723004695,2789.206572769953,392673.0,181344.0
20200515,2795.049882629108,2820.37089201878,2769.7288732394372,2778.4938380281687,2790.180457746479,278253.0,168552.0
20200518,2734.669014084507,2740.512323943662,2689.870305164319,2731.7473591549297,2720.0607394366198,279124.0,156277.0
20200519,2745.3817488262907,2799.919307511737,2703.504694835681,2707.400234741784,2759.016138497653,282198.0,146029.0
20200520,2689.870305164319,2731.7473591549297,2679.157570422535,2696.6875,2709.348004694836,243327.0,145906.0
20200521,2726.8779342723005,2749.2772887323945,2697.661384976526,2725.904049295775,2719.086854460094,245505.0,130535.0
20200522,2736.616784037559,2766.80721830986,2717.139084507043,2736.616784037559,2740.512323943662,229134.0,110195.0
20200525,2712.269659624413,2726.8779342723005,2653.836561032864,2658.705985915493,2693.7658450704225,223184.0,113897.0
20200526,2658.705985915493,2676.235915492957,2598.325117370893,2622.6722417840383,2631.43720657277,283726.0,91323.0
20200527,2623.646126760564,2631.43720657277,2570.0824530516434,2574.9518779342725,2601.2467723004693,156869.0,77228.0
20200528,2572.030223004695,2580.7951877934274,2463.928990610329,2507.753814553991,2516.518779342723,296600.0,43580.0
20200529,2518.6638684395584,2546.7182927167314,2505.415945864226,2524.118895382342,2525.6774745088514,345270.0,107101.0
20200601,2531.9117910148902,2570.8762691776305,2525.6774745088514,2546.7182927167314,2548.2768718432408,281945.0,99609.0
20200602,2544.380424026967,2544.380424026967,2464.113599011721,2471.1272050810144,2491.38873372564,421333.0,125751.0
20200603,2475.8029424605434,2482.037258966582,2454.7621242526634,2464.113599011721,2467.2307572647405,250952.0,132572.0
20200604,2467.2307572647405,2483.5958380930915,2421.2526730327068,2433.7213060447834,2443.072780803841,368646.0,142626.0
20200605,2440.7349121140774,2468.78933639125,2417.3562252164324,2457.8792825056826,2446.9692286201152,331701.0,124922.0
20200608,2417.3562252164324,2431.383437355019,2349.558033213264,2356.571639282557,2377.612457490437,435091.0,150354.0
20200609,2345.6615853969893,2362.8059557885954,2316.0485819933065,2347.220164523499,2335.530821074677,457235.0,144564.0
20200610,2330.075794131893,2333.192952384913,2261.49831256547,2263.056891691979,2302.02136985472,457321.0,157433.0
20200611,2267.7326290715077,2277.8633933938213,2235.002467414806,2253.7054169329213,2257.601864749196,498368.0,126819.0
20200612,2245.1332317371184,2287.994157716133,2219.41667614971,2223.313123965984,2256.0432856226857,402417.0,121749.0
20200615,2238.1196256678254,2256.0432856226857,2213.961649206926,2242.795363047354,2238.1196256678254,292656.0,112740.0
20200616,2248.168042916245,2279.807157699719,2223.0955368614177,2241.004469757724,2245.780185196739,443605.0,186773.0
20200617,2232.0500033095705,2238.01964760834,2198.6199952364664,2209.36535497425,2216.5289281327723,489108.0,207846.0
20200618,2233.840896599201,2313.2371657728227,2210.5592838340035,2302.49180603504,2270.8526912515663,867203.0,205155.0
20200619,2300.1039483155323,2328.1612765197447,2292.9403751570103,2312.6402013429465,2310.8493080533162,493027.0,191038.0
20200622,2326.967347659991,2352.039853714819,2293.537339586887,2304.8796637545474,2323.38556108073,519119.0,186613.0
20200623,2310.252343623439,2348.458067135558,2296.5221617362713,2339.503600687405,2326.967347659991,468054.0,184578.0
20200624,2329.9521698093754,2340.6975295471593,2315.028059062454,2328.1612765197447,2328.1612765197447,320722.0,170525.0
20200629,2310.252343623439,2355.6216402940804,2303.088770464917,2324.579489940484,2332.340027528883,388789.0,172137.0
20200630,2320.9977033612217,2338.906636257528,2309.058414763685,2333.5339563886364,2326.370383230114,278212.0,180753.0
20200701,2341.2944939770355,2375.918430909893,2340.1005651172823,2367.560928891617,2363.3821778824795,365621.0,187916.0
20200702,2365.173071172109,2382.4850396385386,2355.0246758642033,2362.7852134526024,2369.948786611125,290262.0,185022.0
20200703,2362.7852134526024,2363.979142312356,2341.8914584069125,2346.0702094160506,2352.039853714819,268741.0,179539.0
20200706,2344.8762805562965,2362.7852134526024,2334.130920818513,2356.8155691538336,2349.651995995312,296799.0,183115.0
20200707,2358.0094980135877,2390.842541656815,2358.0094980135877,2380.694146348908,2377.709324199524,333247.0,172461.0
20200708,2387.2607550775533,2390.842541656815,2366.9639644617405,2378.306288629401,2378.306288629401,194301.0,172624.0
20200709,2387.2607550775533,2395.021292665953,2319.8037745014685,2326.967347659991,2346.667173845927,442854.0,197190.0
20200710,2319.8037745014685,2337.115742967897,2310.8493080533162,2328.7582409496217,2326.370383230114,302341.0,192662.0
20200713,2335.324849678267,2387.2607550775533,2335.324849678267,2386.0668262178,2363.3821778824795,338703.0,185874.0
20200714,2386.663790647677,2424.2725497299193,2355.0246758642033,2369.948786611125,2385.469861787923,502506.0,181040.0
20200715,2369.948786611125,2403.9757591141056,2360.397355733095,2398.006114815337,2384.275932928169,344113.0,187868.0
20200716,2408.154510123244,2411.7362967025047,2371.739679900755,2383.082004068416,2387.8577195074304,317488.0,183145.0
20200717,2386.663790647677,2405.1696879738597,2368.7548577513708,2374.1275376202625,2386.663790647677,319131.0,182273.0
20200720,2387.2607550775533,2463.075237671915,2385.469861787923,2453.523806793885,2428.451300739057,456469.0,200278.0
20200721,2471.4327396901904,2504.265783333418,2451.135949074377,2489.938637016373,2473.2236329798206,399224.0,188491.0
20200722,2477.9993484188362,2492.326494735881,2456.508628943269,2469.044881970683,2470.8357752603133,349835.0,164920.0
20200723,2486.953814866989,2518.592929650463,2480.9841705682197,2515.011143071201,2501.87792561391,370639.0,171140.0
20200724,2515.608107501078,2554.4107954430733,2515.608107501078,2543.665435705291,2533.517040397384,393695.0,165706.0
20200727,2596.7952699643306,2615.8981317203893,2506.056676623048,2510.8323920620637,2565.753119610734,486793.0,153613.0
20200728,2521.577751799847,2528.144360528492,2470.8357752603133,2477.402383988959,2494.714352455388,360738.0,151174.0
20200729,2480.387206138344,2501.280961184033,2465.463095391422,2475.014526269452,2485.1629215773582,273624.0,144105.0
20200730,2492.326494735881,2546.053293424797,2485.1629215773582,2500.6839967541564,2515.011143071201,455227.0,131836.0
20200731,2507.8475699126793,2522.7716806596004,2495.311316885265,2512.026320921817,2510.235427632185,248491.0,123366.0
20200803,2497.102210174896,2500.0870323242802,2430.242194028687,2445.166304775609,2454.120771223761,312565.0,127508.0
20200804,2441.5845181963477,2456.508628943269,2420.690763150657,2435.017909467703,2439.793624906717,227363.0,128359.0
20200805,2435.017909467703,2449.345055784747,2414.124154422012,2415.3180832817657,2433.227016178072,185049.0,125248.0
20200806,2420.093798720781,2427.257371879303,2353.233782574573,2362.188249022725,2392.0364705165684,314879.0,120885.0
20200807,2353.233782574573,2358.0094980135877,2272.643584541197,2335.9218141081437,2319.206810071592,399142.0,100851.0
20200810,2256.5255449345223,2294.731268446641,2242.1983986174773,2257.7194737942755,2268.464833532059,303174.0,123467.0
20200811,2247.571078486369,2273.837513400951,2205.186603965112,2209.962319404127,2231.453038879694,346369.0,138489.0
20200812,2198.6199952364664,2237.4226831784617,2174.1444536115155,2199.2169596663434,2203.395710675481,404562.0,126132.0
20200813,2193.844279797452,2225.483394580925,2186.680706638929,2192.053386507821,2206.380532824866,259235.0,120588.0
20200814,2185.486777779176,2199.2169596663434,2150.265876416441,2150.8628408463182,2179.517133480407,243940.0,123577.0
20200817,2188.47159992856,2251.7498294955067,2185.486777779176,2239.8105408979695,2222.4985724315407,293415.0,90919.0
20200818,2266.076975812552,2266.076975812552,2209.962319404127,2217.1258925626494,2236.2287543187085,176397.0,87921.0
20200819,2229.6621455900627,2236.2287543187085,2186.680706638929,2232.0500033095705,2212.3501771236347,185393.0,81826.0
20200820,2231.446420290828,2231.446420290828,2159.6200410604765,2161.430790116704,2201.870852372448,383018.0,194568.0
20200821,2162.0343731354465,2174.106033510295,2144.530465591916,2157.809292004249,2160.827207097961,318892.0,221450.0
20200824,2174.106033510295,2181.952612753947,2152.377044835567,2164.4487052104164,2166.2594542666434,287382.0,231159.0
20200825,2172.8988674728103,2175.9167825665227,2145.7376316294008,2153.584210873052,2160.223624079219,259030.0,266669.0
20200826,2160.827207097961,2188.592025960114,2131.2516391795816,2178.934697660235,2162.0343731354465,575586.0,261089.0
20200827,2168.0702033228713,2187.3848599226294,2151.7734618168247,2159.016458041734,2174.106033510295,401021.0,293968.0
20200828,2148.7555467231127,2160.827207097961,2135.4767203107785,2142.1161335169463,2147.548380685628,458109.0,319808.0
20200831,2116.1620637110204,2141.5125504982034,2103.4868203174287,2125.8193920109,2127.0265580483847,393529.0,318473.0
20200901,2129.4408901233537,2140.3053844607184,2118.576395785991,2124.6122259734148,2130.0444731420966,273827.0,305368.0
20200902,2127.6301410671267,2130.0444731420966,2058.2180939117457,2058.821676930488,2092.622325980065,492501.0,338094.0
20200903,2060.0288429679727,2069.082588249109,2018.381614674744,2025.6246108996534,2041.9213524056995,449429.0,314978.0
20200904,2031.6604410870777,2052.182263724321,2012.3457844873199,2023.2102788246834,2031.0568580683355,446660.0,304130.0
20200907,2023.813861843426,2043.1285184431838,2003.8956222249253,2028.6425259933656,2027.4353599558808,368055.0,282481.0
20200908,2037.0926882557599,2095.6402410737774,2029.8496920308505,2078.1363335302467,2062.4431750429426,520380.0,243694.0
20200909,2071.4969203240794,2080.550665605216,2019.5887807122288,2019.5887807122288,2050.9750976868368,395678.0,244847.0
20200910,2028.038942974623,2051.578680705579,2025.0210278809107,2040.7141863682143,2039.5070203307293,278934.0,221790.0
20200911,2047.3535995743807,2063.046758061685,2030.453275049593,2042.5249354244413,2044.3356844806685,319893.0,204286.0
20200914,2042.5249354244413,2075.1184184365343,2028.038942974623,2034.6783561807893,2050.9750976868368,297932.0,200078.0
20200915,2031.6604410870777,2057.0109278742607,2011.742201468577,2047.3535995743807,2036.4891052370167,285418.0,185785.0
20200916,2044.939267499412,2063.046758061685,2043.1285184431838,2054.5965957992908,2054.5965957992908,192679.0,173599.0
20200917,2054.5965957992908,2061.2360090054576,2025.6246108996534,2028.038942974623,2040.7141863682143,226014.0,161337.0
20200918,2034.0747731620481,2043.732101461927,2019.5887807122288,2031.6604410870777,2033.4711901433047,120908.0,148624.0
20200921,2028.7413887291941,2064.3538274953758,2000.7184860935101,2010.0594536387384,2032.8280620302319,438614.0,168577.0
20200922,2014.729937411352,2085.3710044721383,2001.886107036664,2074.862415983757,2051.509997120688,504794.0,151003.0
20200923,2058.515722779608,2077.197657870064,2052.093807592264,2065.521448438529,2064.9376379669525,312989.0,143242.0
20200924,2066.6890693816827,2094.711972017367,2056.764291364878,2070.77574268272,2076.0300369269103,322880.0,137306.0
20200925,2081.868141642678,2118.648201352013,2080.7005206995245,2088.8738673015987,2098.7986453184035,390685.0,135107.0
20200928,2103.4691290910173,2117.48058040886,2077.197657870064,2083.619573057408,2099.966266261557,287667.0,127375.0
20200929,2080.7005206995245,2097.0472139036733,2060.267154194338,2091.209109187906,2076.6138473984875,239577.0,117825.0
20200930,2100.5500767331337,2110.4748547499385,2080.116710227948,2106.3881814489014,2094.1281615457897,210383.0,105042.0
20201009,2125.070116539357,2152.509208703464,2103.4691290910173,2137.913946914045,2129.1567898403946,213750.0,103600.0
20201012,2120.98344323832,2136.1625154993153,2105.220560505748,2111.642475693092,2119.8158222951665,223177.0,110560.0
20201013,2101.717697676287,2104.0529395625945,2055.5966704217244,2077.781468341641,2073.1109845690266,274328.0,112291.0
20201014,2081.2843311711013,2088.8738673015987,2062.602396080645,2066.105258910106,2073.694795040604,140630.0,106142.0
20201015,2062.0185856090684,2069.6081217395667,2018.8166107123893,2033.411872501808,2038.082356274422,253900.0,99536.0
20201016,2037.4985458028448,2056.764291364878,2025.2385258997333,2053.8452390069947,2041.5852191038825,178104.0,83420.0
20201019,2072.52717409745,2105.8043709773247,2062.0185856090684,2084.7871940005616,2083.619573057408,226557.0,69283.0
20201020,2084.7871940005616,2093.544351074213,2074.27860551218,2081.2843311711013,2085.3710044721383,107282.0,61122.0
20201021,2073.694795040604,2098.7986453184035,2064.3538274953758,2078.949089284795,2079.5328997563706,127510.0,50751.0
20201022,2072.52717409745,2073.1109845690266,2047.42332381965,2055.012859950148,2059.0995332511848,79828.0,44540.0
20201023,2049.8727577491723,2106.927892180004,2045.246665768293,2094.5916468976616,2085.8534731560026,265142.0,113444.0
20201026,2094.5916468976616,2114.6380454814675,2061.694992811417,2063.7510336918067,2085.8534731560026,206828.0,114446.0
20201027,2063.7510336918067,2077.629309634441,2061.1809825913188,2070.9471767731725,2069.4051461128797,126636.0,115958.0
20201028,2076.601289194246,2084.8254527158074,2004.1258481604864,2078.1433198545387,2037.5365124668285,430862.0,126353.0
20201029,2072.4892074334653,2110.525963720687,2067.34910523249,2102.815810419223,2090.9935753569785,330806.0,128981.0
20201030,2107.955912620199,2125.9462703236145,2082.769411835417,2100.7597695388326,2098.7037286584423,249678.0,118731.0
20201102,2100.7597695388326,2120.292157902541,2086.3674833760997,2101.2737797589302,2101.787789979028,210649.0,126341.0
20201103,2104.8718512996134,2121.834188562834,2050.900778189367,2053.470829289855,2084.8254527158074,376752.0,136858.0
20201104,2056.040880390343,2072.4892074334653,2042.1626044477082,2065.2930643520995,2058.610931490831,273593.0,130598.0
20201105,2066.3210847922946,2068.377125672685,2045.760675988391,2050.386767969269,2056.040880390343,218751.0,130178.0
20201106,2056.5548906104405,2075.573268754051,2035.4804715864395,2040.6205737874152,2054.49884973005,320592.0,129649.0
20201109,2031.3683898256586,2049.358747529074,2017.490113883024,2029.312348945268,2029.312348945268,236225.0,130005.0
20201110,2023.1442263040967,2032.910420485952,1987.677521117364,1988.1915313374614,2003.611837940389,292799.0,156725.0
20201111,1996.9297050791208,2012.350011682048,1985.6214802369727,2005.1538686006816,2000.0137663997061,254770.0,152807.0
20201112,2005.1538686006816,2010.293970801657,1976.369296275217,1987.677521117364,1993.8456437585348,266284.0,165453.0
20201113,1978.4253371556078,1991.7896028781445,1952.2108159306306,1953.7528465909231,1970.201173634046,259796.0,177391.0
20201116,1945.014672849264,1960.434979452192,1937.8185297678976,1953.2388363708249,1951.6968057105328,180046.0,172560.0
20201117,1950.6687852703376,1966.0890918732655,1931.650407126727,1957.864928351704,1951.6968057105328,267288.0,171499.0
20201118,1960.948989672289,1972.771224734534,1949.1267546100448,1963.00503055268,1960.434979452192,214385.0,166146.0
20201119,1963.00503055268,1963.00503055268,1922.3982231649704,1930.622386686532,1943.4726421889718,292156.0,184749.0
20201120,1930.622386686532,1962.4910203325821,1922.3982231649704,1954.7808670311185,1940.3885808683856,263229.0,169197.0
20201123,1940.9025910884839,1945.014672849264,1904.4078654615548,1908.005937002238,1917.7721311840921,293079.0,196120.0
20201124,1906.9779165620428,1907.4919267821408,1879.2213646767727,1886.931517978237,1892.5856303993105,301006.0,189150.0
20201125,1885.3894873179447,1899.2677632605792,1876.137303356188,1880.2493851169684,1888.9875588586278,187204.0,193131.0
20201126,1881.2774055571633,1906.9779165620428,1881.2774055571633,1895.669691719896,1893.6136508395057,165454.0,184589.0
20201127,1895.669691719896,1906.463906341945,1864.829078514041,1869.9691807150168,1886.931517978237,220697.0,191893.0
20201130,1885.9034975380414,1937.8185297678976,1870.997201155212,1927.5383253659463,1903.3798450213599,350635.0,149744.0
20201201,1922.912233385068,1935.762488887508,1899.781773480677,1904.4078654615548,1917.2581209639945,231955.0,140990.0
20201202,1908.5199472223355,1917.2581209639945,1886.41750775814,1893.6136508395057,1901.3238041409693,197501.0,135167.0
20201203,1890.0155792988226,1917.2581209639945,1877.1653237963828,1908.005937002238,1900.2957837007746,200297.0,128687.0
20201204,1912.1180187630189,1920.8561925046768,1899.2677632605792,1910.0619778826285,1910.0619778826285,140473.0,119463.0
20201207,1935.762488887508,1984.0794495766806,1935.762488887508,1955.8088874713133,1959.4069590119968,240710.0,97432.0
20201208,1958.3789385718007,1968.145132753656,1955.8088874713133,1963.519040772777,1961.9770101124845,98195.0,88513.0
20201209,1964.5470612129725,1977.9113269355096,1947.0707137296545,1953.2388363708249,1963.519040772777,122720.0,76284.0
20201210,1953.2388363708249,2096.7811569533305,1937.2896896394361,2067.54105461245,2032.9845700277729,541100.0,134034.0
20201211,2062.756310593033,2085.085116016978,2042.0224198422268,2085.085116016978,2066.4777781636913,230219.0,134936.0
20201214,2099.9709862996083,2190.3494844441484,2099.9709862996083,2190.3494844441484,2161.109382103268,394332.0,154010.0
20201215,2179.716719956556,2205.2353547267785,2170.147231917722,2193.0076755660466,2186.096378649111,329290.0,157007.0
20201216,2193.0076755660466,2204.1720782780194,2158.982829205749,2188.7545697710093,2180.7799964053147,283342.0,155998.0
20201217,2188.7545697710093,2195.665866687945,2163.767573225166,2174.400337712759,2177.590167059037,227754.0,155296.0
20201218,2174.9319759371388,2194.6025902391857,2129.7427268648685,2136.654023781804,2155.261361635092,315818.0,151891.0
20201221,2155.7929998594714,2283.3861737105867,2155.7929998594714,2236.0703717407987,2232.8805423945205,460163.0,141454.0
20201222,2257.3359007159843,2258.399177164744,2211.6150134193344,2230.753989497002,2237.1336481895573,278802.0,138253.0
20201223,2226.5008837019645,2248.829689125909,2206.298631175538,2231.817265945761,2228.095798375104,254986.0,139264.0
20201224,2232.3489041701405,2247.2347744527706,2217.4630338875104,2226.5008837019645,2230.2223512726223,211246.0,141572.0
20201225,2215.8681192143717,2269.563579876716,2207.3619076242967,2229.1590748238627,2236.0703717407987,372212.0,143908.0
20201228,2244.044945106493,2315.2844671733656,2196.7291431367044,2221.184501458168,2266.373750530438,569139.0,143603.0
20201229,2232.8805423945205,2244.044945106493,2173.8686994883788,2184.5014639759725,2206.298631175538,328901.0,141135.0
20201230,2194.6025902391857,2214.8048427656117,2170.147231917722,2198.324057809843,2192.476037341667,296782.0,141263.0
20201231,2198.855696034223,2222.2477779069272,2188.2229315466298,2221.184501458168,2201.5138871561207,170754.0,137044.0
20210104,2232.8805423945205,2267.968665203577,2180.7799964053147,2194.0709520148057,2232.3489041701405,328398.0,144686.0
20210105,2185.033102200352,2208.956822297436,2176.526890610278,2199.918972482982,2196.1975049123253,179202.0,145228.0
20210106,2211.6150134193344,2294.01893819818,2206.298631175538,2285.512726608105,2231.2856277213814,327521.0,147727.0
20210107,2291.892385300661,2336.549996148552,2264.24719763292,2295.613852871318,2301.9935115638746,464887.0,145188.0
20210108,2301.9935115638746,2353.5624193287003,2282.854535486207,2340.271463719209,2308.90480848081,275381.0,148999.0
20210111,2365.7900984894322,2421.6121120492953,2323.79067876344,2353.030781104321,2371.638118957608,457543.0,144008.0
20210112,2392.372009708415,2407.257879991045,2340.803101943589,2387.5872656889983,2371.106480733229,328875.0,145929.0
20210113,2415.2324533567394,2449.7889379414164,2356.752248674978,2382.802521669581,2404.5996888691466,456322.0,154951.0
20210114,2372.701395406368,2380.1443305476832,2331.2336139047547,2365.258460265053,2358.347163348117,305285.0,152038.0
20210115,2403.0047741960075,2481.687231404195,2379.612692323303,2479.029040282297,2423.207026722434,436070.0,167089.0
20210118,2482.750507852955,2486.471975423612,2408.852794664184,2419.485559151777,2443.9409174732405,442202.0,170436.0
20210119,2412.574262234841,2417.8906444786376,2360.473716245636,2360.473716245636,2392.372009708415,336343.0,171368.0
20210120,2360.473716245636,2381.207606996442,2346.6511224117653,2375.891224752645,2365.7900984894322,277902.0,170461.0
20210121,2381.7392452208223,2402.473135971628,2320.6008494171624,2346.6511224117653,2362.0686309187745,413453.0,168428.0
20210122,2346.6511224117653,2351.967504655561,2279.13306791555,2294.01893819818,2313.157914275847,323032.0,167788.0
20210125,2272.753409222994,2285.512726608105,2243.5133068821133,2280.7279825886885,2263.71555940854,271238.0,175385.0
20210126,2280.7279825886885,2311.5629996027083,2267.437026979197,2300.930235115115,2286.576003056865,286971.0,178861.0
20210127,2300.3985968907355,2300.3985968907355,2259.4624536135025,2272.2217709986144,2274.348323896133,212452.0,182830.0
20210128,2262.120644735401,2317.9426582952638,2248.29805090153,2315.2844671733656,2289.234194178763,361789.0,193605.0
20210129,2312.626276051468,2321.664125865921,2277.006515018031,2306.246617358912,2299.335320441977,285194.0,181437.0
20210201,2264.7788358572993,2352.4991428799412,2244.5765833308724,2333.360166802274,2314.752828948986,360485.0,183763.0
20210202,2339.2081872704503,2371.638118957608,2320.6008494171624,2370.043204284469,2341.866378392348,262523.0,186470.0
20210203,2370.043204284469,2378.0177776501637,2294.01893819818,2362.0686309187745,2345.5878459630053,437145.0,191940.0
20210204,2363.6635455919136,2381.7392452208223,2342.9296548411075,2370.574842508849,2358.347163348117,220550.0,191098.0
20210205,2376.422862977025,2410.979347561702,2367.3850131625713,2400.346583074109,2391.308733259655,264891.0,195008.0
20210208,2396.093477279072,2409.3844328885634,2359.9420780212563,2373.2330336307473,2379.0810540989232,246195.0,186057.0
20210209,2367.3850131625713,2418.4222827030176,2348.7776753092835,2409.3844328885634,2380.1443305476832,239046.0,183156.0
20210210,2409.3844328885634,2416.295729805499,2368.97992783571,2383.3341598939605,2387.5872656889983,190360.0,167142.0
20210218,2400.346583074109,2466.801361121565,2399.28330662535,2460.9533406533888,2437.5612587806845,224513.0,188205.0
20210219,2452.9787672876946,2511.9906101938354,2440.219449902583,2508.2691426231777,2473.712658038501,232144.0,211658.0
20210222,2498.699654584344,2514.6488013157336,2398.2200301765906,2409.3844328885634,2447.662385043898,378182.0,181077.0
20210223,2401.9414977472484,2426.3968560687117,2373.764671855127,2407.257879991045,2402.473135971628,310031.0,180634.0
20210224,2407.7895182154243,2440.219449902583,2366.321736713812,2383.86579811834,2405.131327093526,309061.0,182263.0
20210225,2389.182180362137,2512.522248418215,2381.207606996442,2472.117743365362,2449.7889379414164,408615.0,172932.0
20210226,2445.53583214638,2480.092316731057,2418.9539209273967,2465.2064464484265,2454.5736819608333,270494.0,168649.0
20210301,2445.004193922,2445.004193922,2330.170337455996,2333.891805026653,2371.638118957608,385160.0,168508.0
20210302,2327.512146334097,2356.2206104505985,2312.626276051468,2344.5245695142457,2336.018357924172,233597.0,174661.0
20210303,2346.119484187385,2380.6759687720623,2298.8036822175973,2368.4482896113304,2339.739825494829,407821.0,175182.0
20210304,2368.4482896113304,2424.270303171193,2350.3725899824226,2382.802521669581,2383.3341598939605,315672.0,167031.0
20210305,2382.802521669581,2391.308733259655,2351.4358664311817,2374.2963100795064,2370.574842508849,248695.0,160656.0
20210308,2359.9420780212563,2359.9420780212563,2311.5629996027083,2328.575422782857,2331.2336139047547,297076.0,161853.0
20210309,2329.107061007237,2403.0047741960075,2305.1833409101528,2397.688391952211,2340.271463719209,320310.0,155877.0
20210310,2397.688391952211,2412.574262234841,2373.764671855127,2390.777095035276,2391.840371484035,294834.0,155998.0
20210311,2392.372009708415,2405.6629653179057,2354.6256957774594,2368.97992783571,2377.486139425785,241680.0,149974.0
20210312,2368.4482896113304,2432.244876536888,2363.131907367534,2402.473135971628,2392.372009708415,312108.0,150222.0
20210315,2380.1443305476832,2385.4607127914787,2286.044364832485,2291.3607470762813,2331.2336139047547,382523.0,167330.0
20210316,2296.1454910956986,2357.8155251237376,2296.1454910956986,2350.3725899824226,2325.917231660959,278267.0,161143.0
20210317,2349.8409517580426,2350.3725899824226,2311.5629996027083,2328.043784558477,2326.980508109718,232049.0,147865.0
20210318,2319.0059347440233,2336.549996148552,2267.437026979197,2308.90480848081,2306.246617358912,324542.0,158894.0
20210319,2295.082214646939,2316.347743622125,2261.0573682866416,2282.854535486207,2288.702555954383,301382.0,154294.0
20210322,2291.892385300661,2339.2081872704503,2247.7664126771506,2333.891805026653,2294.5505764225595,375591.0,155602.0
